Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Funny Folks,Episode 32,98.77,Comedy,33.56,Wednesday,Morning,28.51,2,Positive,95.09815503
Funny Folks,Episode 85,74.27,Comedy,92.78,Wednesday,Night,81.02,1,Negative,74.27
World Watch,Episode 6,,News,40.33,Wednesday,Night,76.57,2,Neutral,48.04892322
News Roundup,Episode 70,24.36,News,98.0,Wednesday,Afternoon,20.9,2,Positive,24.36
Fashion Forward,Episode 30,80.65,Lifestyle,70.81,Wednesday,Afternoon,47.55,2,Neutral,67.6325262
Life Lessons,Episode 2,44.6,Lifestyle,33.89,Wednesday,Night,78.67,2,Positive,38.60696663
Sports Central,Episode 61,118.2,Sports,30.9,Wednesday,Morning,,1,Negative,114.0882979
Money Matters,Episode 57,107.32,Business,77.0,Wednesday,Afternoon,48.17,2,Negative,85.13948168
Comedy Corner,Episode 16,92.73,Comedy,28.85,Wednesday,Evening,61.51,1,Positive,78.76898974
Tech Trends,Episode 86,,Technology,74.65,Wednesday,Afternoon,27.82,2,Negative,12.92884024
Music Matters,Episode 72,111.23,Music,48.22,Wednesday,Afternoon,76.46,1,Positive,92.13188238
Health Hour,Episode 68,30.32,Health,94.31,Wednesday,Night,74.15,3,Positive,30.32
Humor Hub,Episode 88,112.41,Comedy,32.02,Wednesday,Morning,16.08,0,Neutral,
Learning Lab,Episode 29,106.92,Education,35.28,Wednesday,Evening,28.05,1,Negative,57.64294162
Finance Focus,Episode 46,,Business,90.63,Wednesday,Night,96.85,0,Neutral,13.58714276
Detective Diaries,Episode 81,,True Crime,68.4,Wednesday,Evening,64.46,2,Negative,8.48
Humor Hub,Episode 62,42.31,Comedy,51.83,Wednesday,Morning,80.57,3,Negative,40.7447687
Market Masters,Episode 86,35.1,Business,31.58,Wednesday,Night,42.87,3,Neutral,25.95695994
Sports Central,Episode 20,46.67,Sports,84.28,Wednesday,Afternoon,20.13,2,Positive,30.82641607
Educational Nuggets,Episode 9,8.48,Education,88.78,Wednesday,Morning,27.77,2,Negative,0.0
Wellness Wave,Episode 84,95.98,Health,76.27,Wednesday,Evening,,2,Negative,
Finance Focus,Episode 78,45.27,Business,72.04,Wednesday,Evening,87.09,3,Neutral,28.59194868
Game Day,Episode 35,,Sports,69.58,Wednesday,Evening,99.7,2,Positive,9.350216968
Fashion Forward,Episode 43,15.97,Lifestyle,39.37,Wednesday,Morning,80.86,2,Positive,0.945766622
Tech Trends,Episode 5,72.26,Technology,65.46,Wednesday,Evening,96.99,1,Neutral,34.67482827
Humor Hub,Episode 80,36.07,Comedy,56.05,Wednesday,Night,,3,Neutral,23.06033926
News Roundup,Episode 71,109.44,News,53.94,Wednesday,Night,97.39,0,Negative,88.51768915
Tune Time,Episode 43,96.06,Music,91.71,Wednesday,Night,62.83,2,Positive,96.06
Criminal Minds,Episode 10,14.88,True Crime,74.35,Wednesday,Afternoon,12.91,3,Neutral,0.0
Tech Talks,Episode 91,91.98,Technology,24.53,Wednesday,Morning,82.53,0,Positive,71.36829438
Music Matters,Episode 18,46.75,Music,92.09,Wednesday,Morning,96.68,3,Negative,
World Watch,Episode 81,15.87,News,72.19,Wednesday,Night,16.2,1,Positive,4.951510855
Global News,Episode 68,,News,25.82,Wednesday,Evening,43.19,1,Negative,65.54616532
Tech Talks,Episode 32,85.66,Technology,61.19,Wednesday,Evening,70.01,3,Negative,68.22508049
Lifestyle Lounge,Episode 54,87.05,Lifestyle,53.38,Wednesday,Night,55.9,2,Neutral,44.80217213
Style Guide,Episode 38,72.29,Lifestyle,25.39,Wednesday,Afternoon,30.0,3,Positive,59.65852582
Funny Folks,Episode 20,69.34,Comedy,52.38,Wednesday,Morning,,2,Neutral,58.01761619
Athlete's Arena,Episode 41,12.66,Sports,85.46,Wednesday,Evening,52.06,2,Positive,4.967692604
Business Insights,Episode 32,,Business,55.79,Wednesday,Morning,26.41,2,Positive,34.76767845
Health Hour,Episode 95,116.16,Health,25.78,Wednesday,Morning,21.3,3,Negative,84.64447434
World Watch,Episode 10,67.47,News,72.56,Wednesday,Afternoon,50.53,0,Negative,55.82402482
Life Lessons,Episode 95,33.89,Lifestyle,35.14,Wednesday,Night,2.64,1,Positive,
Lifestyle Lounge,Episode 66,58.56,Lifestyle,89.6,Wednesday,Night,54.31,1,Negative,29.42336997
Sports Weekly,Episode 22,54.84,Sports,46.4,Wednesday,Evening,36.87,3,Negative,47.42813165
Mystery Matters,Episode 85,29.98,True Crime,34.37,Wednesday,Night,23.91,1,Neutral,19.53495253
Comedy Corner,Episode 92,17.44,Comedy,63.77,Wednesday,Afternoon,47.94,0,Neutral,
Lifestyle Lounge,Episode 61,115.51,Lifestyle,91.15,Wednesday,Afternoon,8.95,2,Negative,88.73956672
Tech Trends,Episode 51,25.46,Technology,20.48,Wednesday,Afternoon,69.72,0,Positive,21.27977947
Sound Waves,Episode 15,86.47,Music,78.45,Wednesday,Afternoon,47.64,2,Neutral,65.34316373
Fitness First,Episode 57,17.89,Health,82.35,Wednesday,Morning,35.87,1,Positive,17.89
Study Sessions,Episode 94,98.69,Education,90.28,Wednesday,Night,40.73,0,Neutral,96.78700145
News Roundup,Episode 34,110.27,News,20.16,Wednesday,Morning,4.07,0,Neutral,100.8468239
Crime Chronicles,Episode 85,,True Crime,82.02,Wednesday,Night,87.81,2,Negative,65.85950406
Sport Spot,Episode 1,35.16,Sports,33.36,Wednesday,Night,98.62,1,Neutral,
Lifestyle Lounge,Episode 86,44.08,Lifestyle,52.52,Wednesday,Evening,27.36,2,Negative,34.36133869
Study Sessions,Episode 61,,Education,23.7,Wednesday,Afternoon,,3,Positive,59.9531548
Athlete's Arena,Episode 9,54.95,Sports,71.73,Wednesday,Morning,14.49,0,Negative,42.57850413
Sport Spot,Episode 40,99.39,Sports,70.67,Wednesday,Afternoon,29.01,3,Neutral,62.26262906
Sports Central,Episode 44,24.68,Sports,67.55,Wednesday,Evening,,1,Positive,16.21298604
Sound Waves,Episode 2,,Music,97.54,Wednesday,Morning,40.01,2,Neutral,38.2072671
Criminal Minds,Episode 14,50.28,True Crime,28.26,Wednesday,Night,10.26,2,Positive,39.85971731
Study Sessions,Episode 51,113.56,Education,79.83,Wednesday,Afternoon,53.76,1,Positive,83.03585272
Game Day,Episode 88,,Sports,75.61,Wednesday,Afternoon,87.66,2,Neutral,88.29253224
Life Lessons,Episode 74,42.92,Lifestyle,35.67,Wednesday,Evening,39.34,0,Neutral,35.44968516
Finance Focus,Episode 5,101.92,Business,82.42,Wednesday,Night,79.02,2,Negative,
Crime Chronicles,Episode 46,11.94,True Crime,88.27,Wednesday,Afternoon,61.56,1,Positive,11.94
Educational Nuggets,Episode 42,69.02,Education,68.95,Wednesday,Afternoon,79.73,2,Positive,31.69582798
Joke Junction,Episode 42,,Comedy,27.19,Wednesday,Night,37.13,2,Positive,103.8648323
Detective Diaries,Episode 58,16.74,True Crime,85.73,Wednesday,Night,72.17,0,Negative,6.820153306
Healthy Living,Episode 26,53.24,Health,35.33,Wednesday,Night,5.09,0,Positive,
Melody Mix,Episode 66,107.13,Music,87.37,Wednesday,Morning,4.4,2,Positive,83.84069708
Sports Central,Episode 53,39.08,Sports,63.05,Wednesday,Evening,68.57,0,Neutral,39.08
Current Affairs,Episode 82,36.57,News,98.94,Wednesday,Evening,99.88,0,Neutral,15.37720215
News Roundup,Episode 15,59.92,News,96.77,Wednesday,Night,71.12,2,Neutral,48.99687776
Healthy Living,Episode 27,,Health,88.07,Wednesday,Night,19.4,2,Positive,67.62835472
Music Matters,Episode 68,74.99,Music,70.1,Wednesday,Morning,72.92,3,Negative,48.86750966
Humor Hub,Episode 19,77.72,Comedy,30.54,Wednesday,Evening,23.04,0,Positive,53.45254574
Comedy Corner,Episode 22,31.18,Comedy,88.63,Wednesday,Afternoon,,1,Neutral,31.18
Wellness Wave,Episode 60,55.85,Health,44.15,Wednesday,Night,25.2,2,Positive,30.62838358
Tune Time,Episode 32,45.93,Music,55.93,Wednesday,Morning,0.27,1,Negative,28.38109393
Sports Weekly,Episode 10,14.98,Sports,28.54,Wednesday,Morning,91.25,2,Neutral,11.66604374
Melody Mix,Episode 24,97.93,Music,38.89,Wednesday,Evening,66.22,1,Neutral,94.14231672
Detective Diaries,Episode 71,51.15,True Crime,57.36,Wednesday,Afternoon,26.8,2,Positive,25.80716585
Learning Lab,Episode 69,,Education,93.6,Wednesday,Morning,79.34,0,Negative,72.87
Finance Focus,Episode 43,42.36,Business,83.35,Wednesday,Evening,4.57,1,Neutral,32.68783452
Detective Diaries,Episode 71,31.97,True Crime,94.26,Wednesday,Night,30.84,0,Neutral,18.37580444
Style Guide,Episode 70,96.38,Lifestyle,87.65,Wednesday,Evening,26.14,0,Positive,92.14252525
Funny Folks,Episode 94,57.1,Comedy,57.45,Wednesday,Afternoon,61.79,2,Positive,47.85031483
Wellness Wave,Episode 37,23.78,Health,45.28,Wednesday,Evening,88.49,0,Positive,14.96581672
World Watch,Episode 46,109.43,News,42.29,Wednesday,Afternoon,56.95,0,Negative,69.38186564
Tech Trends,Episode 21,91.85,Technology,80.8,Wednesday,Evening,96.6,2,Neutral,71.46313856
True Crime Stories,Episode 89,104.73,True Crime,33.09,Wednesday,Night,58.57,0,Positive,86.98824449
Humor Hub,Episode 34,73.07,Comedy,83.97,Wednesday,Morning,18.72,0,Positive,46.0429328
Tech Talks,Episode 92,106.42,Technology,86.49,Wednesday,Afternoon,64.51,1,Negative,
Business Insights,Episode 98,52.64,Business,72.63,Wednesday,Afternoon,14.02,0,Neutral,28.2611486
Educational Nuggets,Episode 38,42.44,Education,98.08,Wednesday,Night,56.74,1,Neutral,35.78846397
Life Lessons,Episode 79,43.41,Lifestyle,78.46,Wednesday,Morning,22.32,3,Negative,
Lifestyle Lounge,Episode 75,76.11,Lifestyle,61.74,Wednesday,Night,53.09,3,Negative,51.32250303
News Roundup,Episode 12,114.06,News,76.02,Wednesday,Morning,34.06,1,Neutral,84.68421319
Global News,Episode 96,32.7,News,99.24,Wednesday,Afternoon,44.71,2,Negative,32.7
Global News,Episode 64,111.06,News,68.2,Wednesday,Afternoon,82.14,0,Negative,75.04582605
Music Matters,Episode 8,67.17,Music,49.96,Wednesday,Night,82.15,1,Negative,40.93451188
Mystery Matters,Episode 77,23.75,True Crime,58.03,Wednesday,Morning,90.39,2,Positive,9.956919042
Sound Waves,Episode 87,35.84,Music,87.78,Wednesday,Night,36.78,0,Neutral,18.08967942
Mystery Matters,Episode 47,79.96,True Crime,55.72,Wednesday,Night,10.09,3,Neutral,72.91326403
Life Lessons,Episode 51,20.32,Lifestyle,28.53,Wednesday,Night,36.39,3,Positive,1.276824399
Joke Junction,Episode 12,8.05,Comedy,25.07,Wednesday,Afternoon,6.38,1,Negative,0.0
Criminal Minds,Episode 66,113.93,True Crime,40.19,Wednesday,Evening,,0,Positive,62.74063238
Crime Chronicles,Episode 35,96.19,True Crime,37.09,Wednesday,Morning,59.88,1,Positive,75.44006077
Learning Lab,Episode 54,27.75,Education,50.78,Wednesday,Night,55.45,0,Positive,27.75
Sport Spot,Episode 68,41.23,Sports,87.58,Wednesday,Evening,7.28,1,Positive,27.93105883
Healthy Living,Episode 15,78.53,Health,93.34,Wednesday,Night,78.7,2,Neutral,77.11528321
Fashion Forward,Episode 47,,Lifestyle,27.09,Wednesday,Night,11.32,0,Neutral,66.994404
Gadget Geek,Episode 32,97.87,Technology,52.38,Wednesday,Night,89.17,0,Negative,60.8240283
Tune Time,Episode 44,67.88,Music,64.47,Wednesday,Evening,3.53,1,Neutral,42.79369477
Fashion Forward,Episode 22,51.34,Lifestyle,45.63,Wednesday,Afternoon,88.51,0,Positive,44.25674002
Mind & Body,Episode 67,55.18,Health,70.03,Wednesday,Afternoon,,0,Positive,39.01162375
Tune Time,Episode 55,65.5,Music,64.64,Wednesday,Evening,67.75,0,Negative,45.85065798
Melody Mix,Episode 48,83.58,Music,62.33,Wednesday,Morning,14.89,3,Negative,31.08247704
True Crime Stories,Episode 86,91.71,True Crime,38.35,Wednesday,Afternoon,46.52,0,Negative,91.71
Learning Lab,Episode 80,54.72,Education,77.29,Wednesday,Afternoon,58.59,1,Negative,46.43590683
Healthy Living,Episode 72,97.49,Health,37.38,Wednesday,Night,62.15,3,Neutral,60.60839981
Funny Folks,Episode 10,25.88,Comedy,53.26,Wednesday,Night,93.95,0,Neutral,25.62889738
Tech Talks,Episode 37,58.69,Technology,24.72,Wednesday,Night,98.5,3,Negative,29.81598094
Study Sessions,Episode 29,72.15,Education,28.98,Wednesday,Afternoon,75.47,2,Positive,61.5931384
Style Guide,Episode 38,30.42,Lifestyle,46.06,Wednesday,Afternoon,90.65,3,Positive,20.99614536
Music Matters,Episode 96,44.46,Music,78.72,Wednesday,Night,47.64,2,Negative,32.14407317
Comedy Corner,Episode 16,11.58,Comedy,92.02,Wednesday,Morning,62.63,0,Negative,9.382626136
Home & Living,Episode 20,56.59,Lifestyle,30.29,Wednesday,Evening,73.52,3,Neutral,36.44355236
Daily Digest,Episode 8,49.58,News,21.33,Wednesday,Morning,2.37,0,Neutral,35.42602496
Wellness Wave,Episode 36,6.46,Health,81.08,Wednesday,Morning,66.77,0,Neutral,6.140930362
Brain Boost,Episode 99,79.85,Education,92.28,Wednesday,Afternoon,92.57,1,Negative,
Lifestyle Lounge,Episode 95,29.87,Lifestyle,67.29,Wednesday,Evening,74.42,2,Negative,29.87
Market Masters,Episode 13,26.71,Business,62.85,Wednesday,Night,75.85,1,Positive,22.07579027
Game Day,Episode 92,22.31,Sports,49.74,Wednesday,Afternoon,4.92,1,Positive,7.664473864
Lifestyle Lounge,Episode 10,62.58,Lifestyle,39.51,Wednesday,Evening,11.96,2,Positive,47.08333643
Funny Folks,Episode 24,86.26,Comedy,45.49,Wednesday,Afternoon,67.03,3,Neutral,58.09767573
Sports Weekly,Episode 29,53.1,Sports,73.86,Wednesday,Night,1.7,2,Neutral,
Sports Weekly,Episode 50,71.17,Sports,22.74,Wednesday,Morning,53.9,2,Negative,
Daily Digest,Episode 6,61.9,News,77.95,Wednesday,Night,65.87,0,Negative,
Money Matters,Episode 36,32.19,Business,55.77,Wednesday,Evening,37.23,0,Negative,16.92235929
Detective Diaries,Episode 13,38.3,True Crime,77.94,Wednesday,Afternoon,89.72,1,Negative,33.26414381
Educational Nuggets,Episode 52,28.73,Education,90.06,Wednesday,Afternoon,5.39,2,Positive,17.19951554
Sport Spot,Episode 54,,Sports,82.45,Wednesday,Evening,98.0,2,Negative,10.28996608
Melody Mix,Episode 39,85.18,Music,81.04,Wednesday,Night,19.69,2,Positive,43.33421462
Educational Nuggets,Episode 21,67.69,Education,27.17,Wednesday,Night,93.18,2,Neutral,
Style Guide,Episode 81,93.21,Lifestyle,20.63,Wednesday,Evening,7.57,3,Negative,41.39741453
Business Insights,Episode 50,84.66,Business,88.01,Wednesday,Night,87.55,0,Neutral,64.20753978
Fitness First,Episode 1,29.2,Health,92.53,Wednesday,Morning,,0,Positive,28.12563275
Fitness First,Episode 69,40.01,Health,80.1,Wednesday,Afternoon,78.48,1,Negative,12.52241915
Tune Time,Episode 11,109.23,Music,62.88,Wednesday,Evening,97.66,2,Neutral,72.97799545
Wellness Wave,Episode 49,53.07,Health,79.9,Wednesday,Night,28.52,1,Negative,53.07
Current Affairs,Episode 87,14.77,News,21.63,Wednesday,Night,69.83,2,Negative,14.77
Health Hour,Episode 7,,Health,64.89,Wednesday,Evening,,0,Negative,79.80777433
Laugh Line,Episode 78,60.98,Comedy,31.91,Wednesday,Night,99.87,1,Neutral,34.5338686
Crime Chronicles,Episode 75,95.91,True Crime,52.95,Wednesday,Night,81.24,3,Negative,63.85553068
Money Matters,Episode 51,,Business,53.72,Wednesday,Evening,25.91,1,Negative,
Laugh Line,Episode 9,47.4,Comedy,26.25,Wednesday,Night,65.7,0,Neutral,35.71276353
Educational Nuggets,Episode 49,79.57,Education,53.77,Wednesday,Morning,54.98,2,Negative,59.91374192
Global News,Episode 43,107.93,News,69.87,Wednesday,Night,40.73,3,Positive,90.52021018
Sports Weekly,Episode 98,74.22,Sports,78.91,Wednesday,Morning,51.93,2,Positive,67.22873071
Gadget Geek,Episode 33,74.04,Technology,61.56,Wednesday,Evening,14.43,2,Neutral,39.39146253
Tech Talks,Episode 37,10.19,Technology,21.52,Wednesday,Morning,36.99,2,Neutral,10.19
Comedy Corner,Episode 23,49.37,Comedy,20.9,Wednesday,Morning,56.79,2,Positive,34.32313272
Melody Mix,Episode 39,37.92,Music,57.37,Wednesday,Morning,,3,Negative,32.87404722
Current Affairs,Episode 19,103.55,News,41.64,Wednesday,Afternoon,49.01,0,Negative,88.73871839
Market Masters,Episode 17,19.27,Business,97.59,Wednesday,Night,52.28,0,Negative,
Current Affairs,Episode 44,17.85,News,45.01,Wednesday,Afternoon,80.68,3,Neutral,
Mystery Matters,Episode 91,35.86,True Crime,70.84,Wednesday,Night,95.34,2,Neutral,35.86
Humor Hub,Episode 55,35.23,Comedy,51.22,Wednesday,Morning,98.7,1,Negative,15.04043832
True Crime Stories,Episode 18,28.56,True Crime,66.52,Wednesday,Morning,28.56,2,Negative,28.56
Mind & Body,Episode 39,60.78,Health,91.3,Wednesday,Morning,1.61,0,Positive,29.05724059
Fitness First,Episode 91,98.54,Health,73.4,Wednesday,Afternoon,73.84,0,Neutral,66.50469086
Healthy Living,Episode 67,12.78,Health,48.98,Wednesday,Night,24.33,1,Neutral,12.78
Crime Chronicles,Episode 13,91.26,True Crime,28.05,Wednesday,Morning,55.78,1,Positive,49.68900634
Daily Digest,Episode 91,35.42,News,77.77,Wednesday,Evening,27.16,0,Positive,23.16898006
Daily Digest,Episode 45,109.03,News,39.97,Wednesday,Morning,22.48,1,Neutral,45.60258547
Tech Talks,Episode 64,22.34,Technology,51.5,Wednesday,Evening,8.19,0,Negative,20.89959871
Lifestyle Lounge,Episode 30,28.21,Lifestyle,61.58,Wednesday,Morning,20.06,1,Positive,11.71734852
Educational Nuggets,Episode 84,,Education,91.64,Wednesday,Morning,1.35,2,Negative,30.15119423
Tech Talks,Episode 78,21.4,Technology,38.54,Wednesday,Evening,71.17,1,Neutral,15.17258007
Melody Mix,Episode 94,33.16,Music,53.31,Wednesday,Morning,36.11,1,Neutral,25.69228259
Detective Diaries,Episode 65,85.35,True Crime,91.37,Wednesday,Morning,85.8,1,Negative,50.09888034
Game Day,Episode 59,32.13,Sports,32.34,Wednesday,Morning,47.71,2,Negative,26.38615853
Tech Talks,Episode 67,89.42,Technology,95.71,Wednesday,Morning,9.21,1,Positive,89.42
Healthy Living,Episode 25,65.45,Health,36.06,Wednesday,Night,36.03,3,Neutral,51.12729082
Crime Chronicles,Episode 89,14.77,True Crime,74.27,Wednesday,Morning,84.77,2,Positive,10.11056265
Life Lessons,Episode 62,10.23,Lifestyle,41.41,Wednesday,Evening,15.5,0,Neutral,0.131682842
Game Day,Episode 19,115.58,Sports,34.11,Wednesday,Evening,19.66,0,Neutral,61.11947067
Educational Nuggets,Episode 61,17.41,Education,63.2,Wednesday,Night,70.9,2,Positive,
Athlete's Arena,Episode 84,106.78,Sports,57.08,Wednesday,Afternoon,9.62,0,Neutral,52.67265563
Mystery Matters,Episode 47,26.47,True Crime,95.05,Wednesday,Morning,88.76,1,Negative,
Lifestyle Lounge,Episode 19,21.84,Lifestyle,61.25,Wednesday,Morning,70.73,2,Positive,19.16514276
Melody Mix,Episode 79,18.3,Music,91.65,Wednesday,Afternoon,55.28,0,Positive,
Funny Folks,Episode 40,105.25,Comedy,60.61,Wednesday,Morning,65.8,0,Negative,57.49460206
Current Affairs,Episode 83,30.77,News,86.24,Wednesday,Evening,14.85,1,Positive,22.9389945
Lifestyle Lounge,Episode 36,18.45,Lifestyle,39.64,Wednesday,Night,52.81,1,Negative,11.40254706
Innovators,Episode 99,22.53,Technology,83.93,Wednesday,Evening,12.4,2,Neutral,22.53
Gadget Geek,Episode 22,80.55,Technology,54.93,Wednesday,Afternoon,47.95,1,Positive,54.95870339
Business Briefs,Episode 69,,Business,60.72,Wednesday,Afternoon,39.71,0,Negative,79.77817931
Sports Weekly,Episode 27,100.47,Sports,84.89,Wednesday,Night,96.28,3,Negative,73.46732718
Home & Living,Episode 95,89.59,Lifestyle,49.02,Wednesday,Morning,89.73,0,Negative,69.87031138
Home & Living,Episode 73,70.96,Lifestyle,73.64,Wednesday,Evening,26.93,3,Neutral,54.51626018
Home & Living,Episode 33,107.77,Lifestyle,44.49,Wednesday,Morning,97.57,2,Positive,49.05718436
Detective Diaries,Episode 98,45.91,True Crime,46.52,Wednesday,Night,53.63,3,Negative,22.65126123
Fitness First,Episode 57,106.59,Health,22.68,Wednesday,Night,70.63,3,Neutral,44.89857715
Fitness First,Episode 10,99.77,Health,94.77,Wednesday,Night,8.85,0,Positive,
Fashion Forward,Episode 69,89.58,Lifestyle,42.74,Wednesday,Night,,1,Negative,66.03481412
News Roundup,Episode 13,20.15,News,43.78,Wednesday,Morning,36.07,2,Neutral,
Humor Hub,Episode 9,13.49,Comedy,20.53,Wednesday,Night,37.93,1,Neutral,
Joke Junction,Episode 76,59.05,Comedy,88.91,Wednesday,Morning,84.35,3,Negative,53.89519313
Market Masters,Episode 74,78.94,Business,34.86,Wednesday,Night,41.72,1,Positive,78.94
Study Sessions,Episode 11,,Education,81.03,Wednesday,Morning,55.98,2,Negative,1.51202206
Wellness Wave,Episode 52,39.64,Health,53.91,Wednesday,Morning,90.79,3,Positive,11.22772403
Comedy Corner,Episode 12,42.36,Comedy,99.89,Wednesday,Evening,81.68,3,Negative,30.80145539
Life Lessons,Episode 45,108.84,Lifestyle,34.39,Wednesday,Morning,91.56,1,Negative,101.0904346
Tech Talks,Episode 81,35.48,Technology,28.13,Wednesday,Night,59.28,3,Negative,21.42714569
World Watch,Episode 84,99.05,News,21.07,Wednesday,Evening,,3,Negative,50.32872803
Wellness Wave,Episode 37,88.71,Health,30.05,Wednesday,Morning,41.65,3,Positive,60.56133507
Daily Digest,Episode 80,33.77,News,85.81,Wednesday,Morning,97.2,3,Positive,20.24373046
Wellness Wave,Episode 27,107.59,Health,96.54,Wednesday,Afternoon,82.8,1,Positive,107.59
Detective Diaries,Episode 27,99.81,True Crime,75.17,Wednesday,Night,25.47,0,Negative,
Music Matters,Episode 48,29.06,Music,65.27,Wednesday,Afternoon,83.21,2,Positive,15.63369344
Healthy Living,Episode 34,,Health,33.69,Wednesday,Evening,65.39,1,Neutral,80.44996198
Wellness Wave,Episode 53,35.37,Health,55.67,Wednesday,Morning,76.99,2,Negative,28.04135355
Educational Nuggets,Episode 89,105.17,Education,74.03,Wednesday,Morning,29.48,2,Positive,91.10425369
Criminal Minds,Episode 31,41.4,True Crime,56.91,Wednesday,Morning,0.16,3,Negative,41.4
Crime Chronicles,Episode 83,95.87,True Crime,59.4,Wednesday,Night,80.76,0,Neutral,78.40711573
Life Lessons,Episode 86,18.59,Lifestyle,21.39,Wednesday,Afternoon,91.31,3,Positive,6.021035352
Funny Folks,Episode 75,98.96,Comedy,48.36,Wednesday,Night,58.29,1,Neutral,
Mystery Matters,Episode 81,75.81,True Crime,26.45,Wednesday,Evening,,1,Neutral,75.81
Innovators,Episode 51,82.01,Technology,46.97,Wednesday,Morning,55.62,2,Positive,55.9327055
